unlimited,Cruise_number,Cruise_ID_1,Cruise_ID_2,Leg,Day,Month,Year,Latitude,Longitude,Hydro_cast_no,Depth_target,Depth_real,O2_ml_L,q_O2_ml_L,O2_umol_kg,q_O2_umol_kg,NO3_UDO,q_NO3_UDO,PO4_UDO,q_PO4_UDO,SiO4_UDO,q_SiO4_UDO,NH4_USF,q_NH4_USF,NO2_USF,q_NO2_USF,NO3_NO2_USF,q_NO3_NO3_USF,PO4_USF,q_PO4_USF,SiO4_USF,q_SiO4_USF,pH,q_pH,Alkalinity_mol_kg,q_Alkalinity_mol_kg,Alkalinity_umol_kg,q_Alkalinity_umol_kg,TCO2,q_TCO2,fCO2,q_fCO2,pH_corrected,q_pH_corrected,TCO2_corrected,q_TCO2_corrected,fCO2_corrected,q_fCO2_corrected,Salinity_bottles,q_Salinity_bottles,Salinity_CTD,q_Salinity_CTD,Temperature,q_Temperature,Sigma_t,q_Sigma_t,TPP,q_TPP,PIP,q_PIP,POC_ug_kg,q_POC_ug_kg,PON_ug_kg,q_PON_ug_kg,POC_ug_L,q_POC_ug_L,PN_ug_L,q_PN_ug_L,C_N_particulate,q_C_N_particulate,DON,q_DON,DOP,q_DOP,DOC,q_DOC,TOC,q_TOC,PrimaryProductivity,q_PrimaryProductivity,Chlorophyll,q_Chlorophyll,Phaeopigments,q_Phaeopigments,Total_Prokaryotes,Bact_Biomass_mgC_m3,Bact_Biomass_uMC,Bio_cast_no,ISO_DateTime_start_hc_local,ISO_DateTime_end_hc_local,ISO_DateTime_start_bc_local,ISO_DateTime_end_bc_local,ISO_DateTime_start_hc_UTC,ISO_DateTime_end_hc_UTC,ISO_DateTime_start_bc_UTC,ISO_DateTime_end_bc_UTC
2263,118,93HG_118,CAR-118,1,12,1,2006,10.499,-64.67,1.0,75.0,75.27199999999999,3.06757,b'0',133.56,b'0',,b'0',,b'0',,b'0',0.32653499999999996,b'0',0.06134019999999999,b'0',7.2645800000000005,b'0',0.44701599999999997,b'0',4.34628,b'0',7.928660000000001,b'0',,b'0',,b'0',,b'0',,b'0',7.93853,b'0',,b'0',,b'0',36.7737,b'0',36.7727,b'0',21.3123,b'0',25.7581,b'0',,b'0',,b'0',38.427,b'0',8.754760000000001,b'0',5.12081,b'0',37.5007,b'0',8.54373,b'0',3.8645699999999996,b'0',0.0439815,b'0',62.608000000000004,b'0',,b'0',0.0462106,b'0',0.103675,b'0',0.260845,b'0',,,,4.0,2006-01-12 13:10:00,2006-01-12 13:44:00,2006-01-12 05:05:00,2006-01-12 05:27:00,2006-01-12 17:10:00,2006-01-12 17:44:00,2006-01-12 09:05:00,2006-01-12 09:27:00
2264,118,93HG_118,CAR-118,1,12,1,2006,10.499,-64.67,1.0,100.0,100.104,2.9125,b'0',126.79,b'0',,b'0',,b'0',,b'0',0.132665,b'0',0.0361403,b'0',8.31594,b'0',0.52837,b'0',15.7608,b'1',7.9082300000000005,b'0',,b'0',,b'0',,b'0',,b'0',7.918489999999999,b'0',,b'0',,b'0',36.713,b'0',36.7068,b'0',20.5572,b'0',25.9147,b'0',,b'0',,b'0',22.0198,b'0',5.5913900000000005,b'0',4.59451,b'0',21.489,b'0',5.4566099999999995,b'0',4.28089,b'0',0.0498721,b'0',,b'0',,b'0',0.047854400000000005,b'0',0.039,b'0',0.06994,b'0',,,,4.0,2006-01-12 13:10:00,2006-01-12 13:44:00,2006-01-12 05:05:00,2006-01-12 05:27:00,2006-01-12 17:10:00,2006-01-12 17:44:00,2006-01-12 09:05:00,2006-01-12 09:27:00
2265,118,93HG_118,CAR-118,1,12,1,2006,10.499,-64.67,1.0,130.0,129.14,2.79573,b'0',121.684,b'0',,b'0',,b'0',,b'0',0.718282,b'0',0.021728400000000002,b'0',9.58202,b'0',0.6380560000000001,b'0',6.48832,b'0',7.8776399999999995,b'0',,b'0',,b'0',,b'0',,b'0',7.88691,b'0',,b'0',,b'0',36.6003,b'0',36.5905,b'0',19.5195,b'0',26.1025,b'0',,b'0',,b'0',28.44,b'0',4.42594,b'0',7.49671,b'0',27.7544,b'0',4.31926,b'0',3.7747699999999997,b'0',0.050618300000000005,b'0',60.232,b'0',,b'0',,b'0',,b'0',,b'0',,,,,2006-01-12 13:10:00,2006-01-12 13:44:00,,,2006-01-12 17:10:00,2006-01-12 17:44:00,,
2266,118,93HG_118,CAR-118,1,12,1,2006,10.499,-64.67,1.0,160.0,160.118,2.3456099999999998,b'0',102.086,b'0',,b'0',,b'0',,b'0',0.388372,b'0',0.029293700000000002,b'0',10.3996,b'0',0.8186859999999999,b'0',9.60661,b'0',7.84156,b'0',,b'0',,b'0',,b'0',,b'0',7.85151,b'0',,b'0',,b'0',36.5687,b'0',36.5596,b'0',19.172,b'0',26.1694,b'0',,b'0',,b'0',22.7007,b'0',4.59243,b'0',5.76691,b'0',22.1535,b'0',4.48174,b'0',3.90425,b'0',0.0441664,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,,,,2006-01-12 13:10:00,2006-01-12 13:44:00,,,2006-01-12 17:10:00,2006-01-12 17:44:00,,
2267,118,93HG_118,CAR-118,1,12,1,2006,10.499,-64.67,2.0,200.0,200.335,0.611582,b'0',26.613000000000003,b'0',,b'0',,b'0',,b'0',0.749688,b'0',0.00828116,b'0',9.44392,b'0',1.52906,b'0',23.9524,b'0',7.71091,b'0',,b'0',,b'0',,b'0',,b'0',7.72075,b'0',,b'0',,b'0',36.477,b'0',36.4559,b'0',18.2525,b'0',26.3334,b'0',,b'0',,b'0',26.8187,b'0',6.6736,b'0',4.6884,b'0',26.1723,b'0',6.51273,b'0',4.07095,b'0',0.0653962,b'0',61.496,b'0',,b'0',,b'0',,b'0',,b'0',,,,,2006-01-12 07:04:00,2006-01-12 08:32:00,,,2006-01-12 11:04:00,2006-01-12 12:32:00,,
2268,118,93HG_118,CAR-118,1,12,1,2006,10.499,-64.67,2.0,250.0,250.69299999999998,0.0225569,b'0',0.981512,b'0',,b'0',,b'0',,b'0',1.0606,b'0',0.0,b'0',0.17064400000000002,b'0',2.72551,b'0',37.7509,b'0',7.6570100000000005,b'0',,b'0',,b'0',,b'0',,b'0',7.666060000000001,b'0',,b'0',,b'0',36.4033,b'0',36.3956,b'0',17.8502,b'0',26.3894,b'0',,b'0',,b'0',89.7888,b'0',15.0815,b'0',6.94583,b'0',87.6244,b'0',14.718,b'0',4.426480000000001,b'0',0.0106953,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,,,,2006-01-12 07:04:00,2006-01-12 08:32:00,,,2006-01-12 11:04:00,2006-01-12 12:32:00,,
2269,118,93HG_118,CAR-118,1,12,1,2006,10.499,-64.67,2.0,270.0,271.433,0.0264592,b'0',1.1513,b'0',,b'0',,b'0',,b'0',1.59627,b'0',0.0709888,b'0',0.18654300000000001,b'0',2.46591,b'0',40.3591,b'0',7.657030000000001,b'0',,b'0',,b'0',,b'0',,b'0',7.66558,b'0',,b'0',,b'0',36.389,b'0',36.3801,b'0',17.7653,b'0',26.3993,b'0',,b'0',,b'0',101.33200000000001,b'0',13.0003,b'0',9.09368,b'0',98.8896,b'0',12.687000000000001,b'0',4.11925,b'0',0.00597977,b'0',59.192,b'0',,b'0',,b'0',,b'0',,b'0',,,,,2006-01-12 07:04:00,2006-01-12 08:32:00,,,2006-01-12 11:04:00,2006-01-12 12:32:00,,
2270,118,93HG_118,CAR-118,1,12,1,2006,10.499,-64.67,2.0,300.0,300.27099999999996,0.0,b'0',0.0,b'0',,b'0',,b'0',,b'0',2.7989,b'0',0.0,b'0',0.148825,b'0',2.69916,b'0',43.7186,b'0',7.650639999999999,b'0',,b'0',,b'0',,b'0',,b'0',7.65591,b'0',,b'0',,b'0',36.3647,b'0',36.3603,b'0',17.6466,b'0',26.4145,b'0',,b'0',,b'0',77.2726,b'0',11.2522,b'0',8.01191,b'0',75.4099,b'0',10.9809,b'0',6.87038,b'0',-0.00281393,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,,,,2006-01-12 07:04:00,2006-01-12 08:32:00,,,2006-01-12 11:04:00,2006-01-12 12:32:00,,
2271,118,93HG_118,CAR-118,1,12,1,2006,10.499,-64.67,2.0,350.0,351.181,0.0,b'0',0.0,b'0',,b'0',,b'0',,b'0',5.51985,b'0',0.0,b'0',0.0,b'0',2.79493,b'0',48.2854,b'0',7.644769999999999,b'0',,b'0',,b'0',,b'0',,b'0',7.65192,b'0',,b'0',,b'0',36.3443,b'0',36.3436,b'0',17.5645,b'0',26.4239,b'0',,b'0',,b'0',75.5216,b'0',8.58827,b'0',10.2592,b'0',73.7012,b'0',8.38125,b'0',3.37187,b'0',0.081278,b'0',53.672,b'0',,b'0',,b'0',,b'0',,b'0',,,,,2006-01-12 07:04:00,2006-01-12 08:32:00,,,2006-01-12 11:04:00,2006-01-12 12:32:00,,
2272,118,93HG_118,CAR-118,1,12,1,2006,10.499,-64.67,2.0,400.0,401.96,0.0,b'0',0.0,b'0',,b'0',,b'0',,b'0',6.8506800000000005,b'0',0.0,b'0',0.08491510000000001,b'0',2.89842,b'0',52.8185,b'0',7.6429100000000005,b'0',,b'0',,b'0',,b'0',,b'0',7.6511,b'0',,b'0',,b'0',36.3313,b'0',36.3273,b'0',17.4865,b'0',26.4326,b'0',,b'0',,b'0',55.0936,b'0',12.5009,b'0',5.141719999999999,b'0',53.7656,b'0',12.1995,b'0',4.051130000000001,b'0',0.15694,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,,,,2006-01-12 07:04:00,2006-01-12 08:32:00,,,2006-01-12 11:04:00,2006-01-12 12:32:00,,
2273,118,93HG_118,CAR-118,1,12,1,2006,10.499,-64.67,2.0,500.0,500.79699999999997,,b'0',,b'0',,b'0',,b'0',,b'0',11.9189,b'0',0.0,b'0',0.0951029,b'0',3.1281,b'0',63.4185,b'0',7.63547,b'0',,b'0',,b'0',,b'0',,b'0',7.64352,b'0',,b'0',,b'0',36.299,b'0',36.2968,b'0',17.3527,b'0',26.4458,b'0',,b'0',,b'0',24.9056,b'0',6.50711,b'0',4.4653599999999996,b'0',24.3053,b'0',6.35025,b'0',4.074730000000001,b'0',0.08202739999999999,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,,,,2006-01-12 07:04:00,2006-01-12 08:32:00,,,2006-01-12 11:04:00,2006-01-12 12:32:00,,
2274,118,93HG_118,CAR-118,1,12,1,2006,10.499,-64.67,2.0,750.0,751.306,,b'0',,b'0',,b'0',,b'0',,b'0',20.5426,b'0',0.0,b'0',0.0995499,b'0',3.5414199999999996,b'0',81.6895,b'0',7.611039999999999,b'0',,b'0',,b'0',,b'0',,b'0',7.619689999999999,b'0',,b'0',,b'0',36.255,b'0',36.2538,b'0',17.1942,b'0',26.4613,b'0',,b'0',,b'0',23.6086,b'0',9.50398,b'0',2.8980900000000003,b'0',23.0395,b'0',9.27489,b'0',4.4204300000000005,b'0',0.11773,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,,,,2006-01-12 07:04:00,2006-01-12 08:32:00,,,2006-01-12 11:04:00,2006-01-12 12:32:00,,
2275,118,93HG_118,CAR-118,1,12,1,2006,10.499,-64.67,2.0,1310.0,1311.53,,b'0',,b'0',,b'0',,b'0',,b'0',28.0964,b'0',0.0,b'0',0.118038,b'0',3.89687,b'0',92.6225,b'0',7.59456,b'0',,b'0',,b'0',,b'0',,b'0',7.60205,b'0',,b'0',,b'0',36.2383,b'0',36.2383,b'0',17.2257,b'0',26.4657,b'0',,b'0',,b'0',23.641,b'0',9.58723,b'0',2.8768700000000003,b'0',23.0712,b'0',9.35613,b'0',2.16961,b'0',0.122751,b'0',56.784,b'0',,b'0',,b'0',,b'0',,b'0',,,,,2006-01-12 07:04:00,2006-01-12 08:32:00,,,2006-01-12 11:04:00,2006-01-12 12:32:00,,
2276,119,93HG_119,CAR-119,1,7,2,2006,10.499,-64.666,1.0,1.0,1.755,5.19011,b'0',226.105,b'0',,b'0',,b'0',,b'0',-0.00173903,b'0',0.015825,b'0',0.00147924,b'0',0.0241572,b'0',0.285982,b'0',8.06863,b'0',0.00245432,b'0',2454.32,b'0',2110.3,b'0',369.5,b'0',8.08071,b'0',2102.56,b'0',357.224,b'0',36.9023,b'0',36.8845,b'0',23.6777,b'0',25.1647,b'0',,b'0',,b'0',330.096,b'0',35.0852,b'0',10.9765,b'0',322.139,b'0',34.2395,b'0',15.3453,b'1',0.154339,b'0',69.392,b'0',,b'0',16.8273,b'0',2.509,b'0',1.3840700000000001,b'0',,,,4.0,2006-02-07 13:28:00,2006-02-07 14:01:00,2006-02-07 05:30:00,2006-02-07 06:00:00,2006-02-07 17:28:00,2006-02-07 18:01:00,2006-02-07 09:30:00,2006-02-07 10:00:00
2277,119,93HG_119,CAR-119,1,7,2,2006,10.499,-64.666,1.0,7.0,7.7860000000000005,5.1391599999999995,b'0',223.877,b'0',,b'0',,b'0',,b'0',0.161383,b'0',0.0830153,b'0',0.00775774,b'0',0.045885,b'0',0.892913,b'0',8.05988,b'0',0.0024625999999999997,b'0',2462.6,b'0',2123.5,b'0',378.4,b'0',8.072330000000001,b'0',2115.46,b'0',365.284,b'0',36.885,b'0',36.8867,b'0',23.5459,b'0',25.2054,b'0',,b'0',,b'0',350.0,b'0',39.4212,b'0',10.3582,b'0',341.56300000000005,b'0',38.471,b'0',,b'0',,b'0',,b'0',,b'0',15.1846,b'0',2.51333,b'0',1.46987,b'0',15.874,51.7912,4.3159,4.0,2006-02-07 13:28:00,2006-02-07 14:01:00,2006-02-07 05:30:00,2006-02-07 06:00:00,2006-02-07 17:28:00,2006-02-07 18:01:00,2006-02-07 09:30:00,2006-02-07 10:00:00
2278,119,93HG_119,CAR-119,1,7,2,2006,10.499,-64.666,1.0,15.0,15.465,4.85149,b'0',211.332,b'0',,b'0',,b'0',,b'0',0.0875939,b'0',0.0267998,b'0',0.032256,b'0',0.0288817,b'0',0.807824,b'0',8.04683,b'0',0.00246815,b'0',2468.15,b'0',2137.0,b'0',390.1,b'0',8.05959,b'0',2128.84,b'0',376.319,b'0',36.881,b'0',36.8859,b'0',23.3183,b'0',25.2718,b'0',,b'0',,b'0',305.89799999999997,b'0',40.9223,b'0',8.72092,b'0',298.524,b'0',39.9359,b'0',6.86978,b'0',0.113928,b'0',,b'0',,b'0',5.671880000000001,b'0',2.43967,b'0',1.49153,b'0',,,,4.0,2006-02-07 13:28:00,2006-02-07 14:01:00,2006-02-07 05:30:00,2006-02-07 06:00:00,2006-02-07 17:28:00,2006-02-07 18:01:00,2006-02-07 09:30:00,2006-02-07 10:00:00
2279,119,93HG_119,CAR-119,1,7,2,2006,10.499,-64.666,1.0,25.0,25.691,4.55912,b'0',198.593,b'0',,b'0',,b'0',,b'0',0.13658599999999999,b'0',0.06544660000000001,b'0',0.29323,b'0',0.0665697,b'0',1.01147,b'0',8.03164,b'0',0.00246333,b'0',2463.33,b'0',2142.1,b'0',405.3,b'0',8.04365,b'0',2134.76,b'0',392.086,b'0',36.8953,b'0',36.8815,b'0',23.2563,b'0',25.2866,b'0',,b'0',,b'0',192.713,b'0',33.0532,b'0',6.8021199999999995,b'0',188.06799999999998,b'0',32.2564,b'0',6.16841,b'0',0.121057,b'0',,b'0',,b'0',0.816654,b'0',2.60217,b'0',1.2493,b'0',11.8785,38.7553,3.2296,4.0,2006-02-07 13:28:00,2006-02-07 14:01:00,2006-02-07 05:30:00,2006-02-07 06:00:00,2006-02-07 17:28:00,2006-02-07 18:01:00,2006-02-07 09:30:00,2006-02-07 10:00:00
2280,119,93HG_119,CAR-119,1,7,2,2006,10.499,-64.666,1.0,35.0,35.466,3.20293,b'0',139.475,b'0',,b'0',,b'0',,b'0',0.6606489999999999,b'0',0.803579,b'0',4.83277,b'0',0.347479,b'0',2.70646,b'0',7.94503,b'0',0.00244754,b'0',2447.54,b'0',2180.0,b'0',489.0,b'0',7.955760000000001,b'0',2173.8,b'0',474.621,b'0',36.8437,b'0',36.8323,b'0',22.0187,b'0',25.6055,b'0',,b'0',,b'0',75.1679,b'0',12.6737,b'0',6.919510000000001,b'0',73.35600000000001,b'0',12.3682,b'0',7.66067,b'0',0.16805799999999999,b'0',63.608000000000004,b'0',,b'0',0.00922134,b'0',0.833625,b'0',0.627575,b'0',2.7105,8.8433,0.7369,4.0,2006-02-07 13:28:00,2006-02-07 14:01:00,2006-02-07 05:30:00,2006-02-07 06:00:00,2006-02-07 17:28:00,2006-02-07 18:01:00,2006-02-07 09:30:00,2006-02-07 10:00:00
2281,119,93HG_119,CAR-119,1,7,2,2006,10.499,-64.666,1.0,55.0,55.729,3.04449,b'0',132.547,b'0',,b'0',,b'0',,b'0',0.0140756,b'0',0.304205,b'0',7.050789999999999,b'0',0.434095,b'0',4.25522,b'0',7.921060000000001,b'0',0.00243605,b'0',2436.05,b'0',2183.1,b'0',500.3,b'0',7.93348,b'0',2176.16,b'0',483.405,b'0',36.7657,b'0',36.7683,b'0',21.0533,b'0',25.8261,b'0',,b'0',,b'0',51.922,b'0',8.5032,b'0',7.1238600000000005,b'0',50.6704,b'0',8.29824,b'0',6.35157,b'0',0.12116700000000001,b'0',,b'0',,b'0',0.27832199999999996,b'0',0.150475,b'0',0.33676500000000004,b'0',1.7494,5.7076,0.4756,4.0,2006-02-07 13:28:00,2006-02-07 14:01:00,2006-02-07 05:30:00,2006-02-07 06:00:00,2006-02-07 17:28:00,2006-02-07 18:01:00,2006-02-07 09:30:00,2006-02-07 10:00:00
2282,119,93HG_119,CAR-119,1,7,2,2006,10.499,-64.666,1.0,75.0,74.112,2.96791,b'0',129.194,b'0',,b'0',,b'0',,b'0',0.11088900000000002,b'0',0.08708389999999999,b'0',8.43924,b'0',0.520191,b'0',5.13733,b'0',7.903569999999999,b'0',0.00242142,b'0',2421.42,b'0',2179.1,b'0',506.0,b'0',7.9131,b'0',2174.18,b'0',493.535,b'0',36.6933,b'0',36.6977,b'0',20.319000000000003,b'0',25.971999999999998,b'0',,b'0',,b'0',27.0202,b'0',4.8887599999999996,b'0',6.448169999999999,b'0',26.3689,b'0',4.770919999999999,b'0',6.1107,b'0',0.11408099999999999,b'0',56.832,b'0',,b'0',0.0,b'0',0.10968699999999999,b'0',0.184893,b'0',1.7386,5.6724,0.4727,4.0,2006-02-07 13:28:00,2006-02-07 14:01:00,2006-02-07 05:30:00,2006-02-07 06:00:00,2006-02-07 17:28:00,2006-02-07 18:01:00,2006-02-07 09:30:00,2006-02-07 10:00:00
2283,119,93HG_119,CAR-119,1,7,2,2006,10.499,-64.666,1.0,100.0,100.735,2.92144,b'0',127.162,b'0',,b'0',,b'0',,b'0',0.0806706,b'0',0.0305486,b'0',8.888819999999999,b'0',0.584823,b'0',5.37927,b'0',7.8944399999999995,b'0',,b'0',,b'0',,b'0',,b'0',7.907210000000001,b'0',,b'0',,b'0',36.648,b'0',36.6515,b'0',19.9139,b'0',26.045,b'0',,b'0',,b'0',21.5009,b'0',4.79608,b'0',5.230180000000001,b'0',20.9826,b'0',4.68048,b'0',3.8297,b'0',0.101226,b'0',,b'0',,b'0',0.0,b'0',0.0469625,b'0',0.110338,b'0',1.6198,5.2848,0.4404,4.0,2006-02-07 13:28:00,2006-02-07 14:01:00,2006-02-07 05:30:00,2006-02-07 06:00:00,2006-02-07 17:28:00,2006-02-07 18:01:00,2006-02-07 09:30:00,2006-02-07 10:00:00
2284,119,93HG_119,CAR-119,1,7,2,2006,10.499,-64.666,1.0,130.0,130.747,2.85189,b'0',124.125,b'0',,b'0',,b'0',,b'0',0.0251148,b'0',0.0242797,b'0',9.32559,b'0',0.633786,b'0',6.35117,b'0',7.879339999999999,b'0',0.002409,b'0',2409.0,b'0',2181.2,b'0',520.8,b'0',7.888999999999999,b'0',2175.94,b'0',506.746,b'0',36.6007,b'0',36.6039,b'0',19.4557,b'0',26.1294,b'0',,b'0',,b'0',40.4288,b'0',8.68856,b'0',5.42863,b'0',39.4543,b'0',8.47912,b'0',6.134469999999999,b'0',0.11474100000000001,b'0',67.2,b'0',,b'0',,b'0',,b'0',,b'0',1.2094,4.1626,0.3469,,2006-02-07 13:28:00,2006-02-07 14:01:00,,,2006-02-07 17:28:00,2006-02-07 18:01:00,,
2285,119,93HG_119,CAR-119,1,7,2,2006,10.499,-64.666,1.0,160.0,162.416,2.05485,b'0',89.4269,b'0',,b'0',,b'0',,b'0',0.0405344,b'0',0.031452499999999994,b'0',10.7768,b'0',0.955625,b'0',11.3266,b'0',7.81698,b'0',0.0024195,b'0',2419.5,b'0',2222.2,b'0',605.0,b'0',7.827089999999999,b'0',2217.25,b'0',588.737,b'0',36.524,b'0',36.5301,b'0',18.887,b'0',26.2203,b'0',,b'0',,b'0',33.6109,b'0',5.1668,b'0',7.589360000000001,b'0',32.8007,b'0',5.04225,b'0',5.5911,b'0',0.143804,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',1.1447,3.9396,0.3283,,2006-02-07 13:28:00,2006-02-07 14:01:00,,,2006-02-07 17:28:00,2006-02-07 18:01:00,,
2286,119,93HG_119,CAR-119,1,7,2,2006,10.499,-64.666,2.0,200.0,199.74599999999998,0.541614,b'0',23.568,b'0',,b'0',,b'0',,b'0',0.352223,b'0',0.0175889,b'0',7.5922,b'0',1.58085,b'0',26.1557,b'0',7.6822,b'0',0.00240487,b'0',2404.87,b'0',2268.5,b'0',833.9,b'0',7.690869999999999,b'0',2264.76,b'0',814.633,b'0',36.424,b'0',36.4333,b'0',18.0764,b'0',26.3513,b'0',,b'0',,b'0',45.4936,b'0',6.835,b'0',7.76531,b'0',44.397,b'0',6.67024,b'0',12.9314,b'0',0.160701,b'0',55.576,b'0',,b'0',,b'0',,b'0',,b'0',1.5118,5.2032,0.4336,,2006-02-07 07:17:00,2006-02-07 08:37:00,,,2006-02-07 11:17:00,2006-02-07 12:37:00,,
2287,119,93HG_119,CAR-119,1,7,2,2006,10.499,-64.666,2.0,230.0,230.537,0.0492117,b'0',2.1413599999999997,b'0',,b'0',,b'0',,b'0',2.16399,b'0',0.0146004,b'0',0.0411089,b'0',2.6547,b'0',39.5947,b'0',7.64217,b'0',0.0024286,b'0',2428.6,b'0',2306.7,b'0',928.4,b'0',7.6501600000000005,b'0',2303.34,b'0',908.74,b'0',36.398,b'0',36.4074,b'0',17.891,b'0',26.3776,b'0',,b'0',,b'0',56.6945,b'0',9.24463,b'0',7.15482,b'0',55.3279,b'0',9.02179,b'0',5.014469999999999,b'0',0.0577711,b'0',54.6,b'0',,b'0',,b'0',,b'0',,b'0',2.0517,7.0615,0.5885,,2006-02-07 07:17:00,2006-02-07 08:37:00,,,2006-02-07 11:17:00,2006-02-07 12:37:00,,
2288,119,93HG_119,CAR-119,1,7,2,2006,10.499,-64.666,2.0,250.0,250.24599999999998,0.00793918,b'0',0.345454,b'0',,b'0',,b'0',,b'0',0.107715,b'0',0.03993069999999999,b'0',1.19236,b'0',1.16733,b'0',34.7649,b'0',7.6433800000000005,b'0',0.00244882,b'0',2448.82,b'0',2327.5,b'0',929.8,b'0',7.650860000000001,b'0',2324.31,b'0',910.7660000000001,b'0',36.3767,b'0',36.3851,b'0',17.7581,b'0',26.3933,b'0',,b'0',,b'0',92.6673,b'0',18.1417,b'0',5.9593,b'0',90.4336,b'0',17.7044,b'0',5.78913,b'0',0.09712710000000001,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',1.5766,5.6193,0.4683,,2006-02-07 07:17:00,2006-02-07 08:37:00,,,2006-02-07 11:17:00,2006-02-07 12:37:00,,
2289,119,93HG_119,CAR-119,1,7,2,2006,10.499,-64.666,2.0,300.0,301.26599999999996,0.0,b'0',0.0,b'0',,b'0',,b'0',,b'0',4.4150599999999995,b'0',0.0,b'0',0.034229,b'0',2.78232,b'0',46.2378,b'0',7.6296100000000004,b'0',0.00242515,b'0',2425.15,b'0',2308.1,b'0',945.4,b'0',7.6377,b'0',2305.02,b'0',926.45,b'0',36.3453,b'0',36.3535,b'0',17.5835,b'0',26.4121,b'0',,b'0',,b'0',61.7918,b'0',11.9323,b'0',6.04162,b'0',60.3023,b'0',11.6447,b'0',7.93385,b'0',0.16468,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',2.2245,7.9286,0.6607,,2006-02-07 07:17:00,2006-02-07 08:37:00,,,2006-02-07 11:17:00,2006-02-07 12:37:00,,
2290,119,93HG_119,CAR-119,1,7,2,2006,10.499,-64.666,2.0,350.0,350.795,0.0,b'0',0.0,b'0',,b'0',,b'0',,b'0',6.06849,b'0',0.0,b'0',0.031169099999999998,b'0',2.8915900000000003,b'0',50.3471,b'0',7.62603,b'0',0.002436,b'0',2436.0,b'0',2320.1,b'0',956.8,b'0',7.6341399999999995,b'0',2316.87,b'0',936.5369999999999,b'0',36.3303,b'0',36.3374,b'0',17.5066,b'0',26.4185,b'0',,b'0',,b'0',46.5975,b'0',8.5032,b'0',6.39332,b'0',45.4742,b'0',8.29824,b'0',5.7153599999999996,b'0',0.09153689999999999,b'0',55.408,b'0',,b'0',,b'0',,b'0',,b'0',1.555,5.5423,0.4619,,2006-02-07 07:17:00,2006-02-07 08:37:00,,,2006-02-07 11:17:00,2006-02-07 12:37:00,,
2291,119,93HG_119,CAR-119,1,7,2,2006,10.499,-64.666,2.0,400.0,401.635,0.0,b'0',0.0,b'0',,b'0',,b'0',,b'0',7.7893300000000005,b'0',0.00906195,b'0',0.0235731,b'0',2.59278,b'0',58.493,b'0',7.61393,b'0',0.00245959,b'0',2459.59,b'0',2348.1,b'0',994.8,b'0',7.619280000000001,b'0',2345.99,b'0',981.071,b'0',36.316,b'0',36.3235,b'0',17.4445,b'0',26.4231,b'0',,b'0',,b'0',74.7783,b'0',16.7515,b'0',5.20796,b'0',72.9758,b'0',16.3478,b'0',6.27497,b'0',0.364531,b'1',,b'0',,b'0',,b'0',,b'0',,b'0',1.5442,5.5038,0.4587,,2006-02-07 07:17:00,2006-02-07 08:37:00,,,2006-02-07 11:17:00,2006-02-07 12:37:00,,
2292,119,93HG_119,CAR-119,1,7,2,2006,10.499,-64.666,2.0,500.0,501.931,,b'0',,b'0',,b'0',,b'0',,b'0',12.629000000000001,b'0',0.00136609,b'0',0.0249641,b'0',3.08353,b'0',64.6319,b'0',7.6151800000000005,b'0',0.00245639,b'0',2456.39,b'0',2344.1,b'0',986.0,b'0',7.62208,b'0',2341.28,b'0',967.83,b'0',36.2997,b'0',36.2955,b'0',17.3236,b'0',26.430999999999997,b'0',,b'0',,b'0',57.701,b'0',10.5421,b'0',6.38561,b'0',56.3101,b'0',10.288,b'0',5.874619999999999,b'0',0.180714,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',1.3174,6.3351,0.5279,,2006-02-07 07:17:00,2006-02-07 08:37:00,,,2006-02-07 11:17:00,2006-02-07 12:37:00,,
2293,119,93HG_119,CAR-119,1,7,2,2006,10.499,-64.666,2.0,750.0,752.053,,b'0',,b'0',,b'0',,b'0',,b'0',20.7635,b'0',0.00775225,b'0',0.0431511,b'0',3.6164699999999996,b'0',79.7687,b'0',7.59426,b'0',0.00247249,b'0',2472.49,b'0',2367.5,b'0',1042.9,b'0',7.60169,b'0',2364.46,b'0',1022.08,b'0',36.2473,b'0',36.2575,b'0',17.189,b'0',26.4344,b'0',,b'0',,b'0',26.3059,b'0',8.132489999999999,b'0',3.7737800000000004,b'0',25.6718,b'0',7.93646,b'0',4.97486,b'0',0.09540789999999999,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',1.0496,5.0473,0.4206,,2006-02-07 07:17:00,2006-02-07 08:37:00,,,2006-02-07 11:17:00,2006-02-07 12:37:00,,
