;AphiaID;aphiaid;speciesorig;speciesclean;scientificname;classificationgroup;functionalgroup_old;wm_attrs;wm_classes
484;233557;233557;Gonyaulax minuta;Gonyaulax minuta;Gonyaulax minuta;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Gonyaulacaceae_Gonyaulax_Gonyaulax minuta
109;110035;110035;Gonyaulax polygramma;Gonyaulax polygramma;Gonyaulax polygramma;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:mixoplankton > Constitutive Mixoplankton (CM);Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Gonyaulacaceae_Gonyaulax_Gonyaulax polygramma
485;233577;233577;Gonyaulax sousae;Gonyaulax sousae;Gonyaulax sousae;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Gonyaulacaceae_Gonyaulax_Gonyaulax sousae
27;109519;109519;Gonyaulax sp.;Gonyaulax sp.;Gonyaulax sp.;;DINOFLAGELLATES;Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Gonyaulacaceae_Gonyaulax
110;110041;110041;Gonyaulax spinifera;Gonyaulax spinifera;Gonyaulax spinifera;;DINOFLAGELLATES;Body size:24, Body size:30, Body size:40, Body size:50, Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > nanoplankton, Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Gonyaulacaceae_Gonyaulax_Gonyaulax spinifera
111;110043;110043;Gonyaulax turbiney;Gonyaulax turbynei;Gonyaulax turbynei;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Gonyaulacaceae_Gonyaulax_Gonyaulax turbynei
309;149338;149338;Grammatophora marina;Grammatophora marina;Grammatophora marina;;DIATOMS;Functional group:benthos, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Striatellales_Striatellaceae_Grammatophora_Grammatophora marina
310;149340;149340;Grammatophora serpen;Grammatophora serpentina;Grammatophora serpentina;;DIATOMS;Functional group:benthos;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Striatellales_Striatellaceae_Grammatophora_Grammatophora serpentina
308;149335;149335;Grammatophora sp.;Grammatophora sp.;Grammatophora sp.;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Striatellales_Striatellaceae_Grammatophora
376;163241;163241;Guinardia cylindrus;Guinardia cylindrus;Guinardia cylindrus;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Guinardia_Guinardia cylindrus
244;149112;149112;Guinardia delicatula;Guinardia delicatula;Guinardia delicatula;;DIATOMS;Body size:8, Body size:40, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Guinardia_Guinardia delicatula
260;149132;149132;Guinardia flaccida;Guinardia flaccida;Guinardia flaccida;;DIATOMS;Body size:25, Body size:95, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Guinardia_Guinardia flaccida
243;149111;149111;Guinardia sp.;Guinardia sp.;Guinardia sp.;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Guinardia
245;149113;149113;Guinardia striata;Guinardia striata;Guinardia striata;;DIATOMS;Body size:10, Body size:50, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Guinardia_Guinardia striata
61;109832;109832;Gymnodinim splendens;Gymnodinium splendens;Akashiwo sanguinea;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gymnodinium_Gymnodinium splendens
600;615560;615560;Gymnodinium acuminatum;Gymnodinium acuminatum;Gymnodinium acuminatum;;DINOFLAGELLATES;Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gymnodinium_Gymnodinium acuminatum
55;109784;109784;Gymnodinium catenatum;Gymnodinium catenatum;Gymnodinium catenatum;;DINOFLAGELLATES;Functional group:mixoplankton > Constitutive Mixoplankton (CM);Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gymnodinium_Gymnodinium catenatum
59;109813;109813;Gymnodinium cf mikimotoi;Gymnodinium cf. mikimotoi;Karenia cf. mikimotoi;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gymnodinium_Gymnodinium mikimotoi
58;109800;109800;Gymnodinium cf. gracile;Gymnodinium cf. gracile;Gymnodinium cf. gracile;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gymnodinium_Gymnodinium gracile
56;109787;109787;Gymnodinium conicum;Gymnodinium conicum;Spatulodinium pseudonoctiluca;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gymnodinium_Gymnodinium conicum
452;232753;232753;Gymnodinium flavus;Gymnodinium flavum;Gymnodinium flavum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gymnodinium_Gymnodinium flavum
453;232767;232767;Gymnodinium gelbum;Gymnodinium gelbum;Gymnodinium gelbum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gymnodinium_Gymnodinium gelbum
57;109797;109797;Gymnodinium gibberum;Gymnodinium gibbera;Gymnodinium gibbera;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gymnodinium_Gymnodinium gibbera
454;232785;232785;Gymnodinium impudicum;Gymnodinium impudicum;Gymnodinium impudicum;;DINOFLAGELLATES;Functional group:mixoplankton > Constitutive Mixoplankton (CM);Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gymnodinium_Gymnodinium impudicum
455;232803;232803;Gymnodinium lyra;Gymnodinium lira;Gymnodinium lira;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gymnodinium_Gymnodinium lira
552;418124;418124;Gymnodinium mirabile;Gymnodinium mirabile;Gymnodinium mirabile;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gymnodinium_Gymnodinium mirabile
553;418125;418125;Gymnodinium mitratum;Gymnodinium mitratum;Gymnodinium mitratum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gymnodinium_Gymnodinium mitratum
456;232828;232828;Gymnodinium ochraceum;Gymnodinium ochraceum;Gymnodinium ochraceum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gymnodinium_Gymnodinium ochraceum
457;232848;232848;Gymnodinium punctatum;Gymnodinium punctatum;Gymnodinium punctatum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gymnodinium_Gymnodinium punctatum
385;163820;163820;Gymnodinium rotundatum;Gymnodinium rotundatum;Gymnodinium uberrimum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gymnodinium_Gymnodinium rotundatum
60;109828;109828;Gymnodinium rubrum;Gymnodinium rubrum;Gymnodinium rubrum;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gymnodinium_Gymnodinium rubrum
362;162544;162544;Gymnodinium sanguine;Gymnodinium sanguineum;Akashiwo sanguinea;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gymnodinium_Gymnodinium sanguineum
458;232864;232864;Gymnodinium scopulosum;Gymnodinium scopulosum;Gymnodinium scopulosum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gymnodinium_Gymnodinium scopulosum
17;109475;109475;Gymnodinium sp. large;Gymnodinium sp. large;Gymnodinium sp.;;DINOFLAGELLATES;Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gymnodinium
62;109835;109835;Gymnodinium variabile;Gymnodinium variabile;Gymnodinium variabile;;DINOFLAGELLATES;Body size:40, Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > nanoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gymnodinium_Gymnodinium variabile
464;232947;232947;Gyrodinium aff. grave;Gyrodinium aff. grave;Gyrodinium aff. grave;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gyrodinium_Gyrodinium grave
460;232909;232909;Gyrodinium biconicum;Gyrodinium biconicum;Gyrodinium biconicum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gyrodinium_Gyrodinium biconicum
459;232901;232901;Gyrodinium cf. aciculatum;Gyrodinium cf. aciculatum;Gyrodinium cf. aciculatum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gyrodinium_Gyrodinium aciculatum
63;109841;109841;Gyrodinium cf. acutum;Gyrodinium cf. acutum;Gyrodinium cf. acutum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gyrodinium_Gyrodinium acutum
64;109853;109853;Gyrodinium fisum;Gyrodinium fissum;Levanderina fissa;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gyrodinium_Gyrodinium fissum
65;109855;109855;Gyrodinium foliaceum;Gyrodinium foliaceum;Gyrodinium foliaceum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gyrodinium_Gyrodinium foliaceum
463;232942;232942;Gyrodinium fulvum;Gyrodinium fulvum;Gyrodinium fulvum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gyrodinium_Gyrodinium fulvum
66;109856;109856;Gyrodinium fusiformis;Gyrodinium fusiforme;Gyrodinium fusiforme;;DINOFLAGELLATES;Functional group:plankton > nanoplankton, Functional group:plankton > zooplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gyrodinium_Gyrodinium fusiforme
357;160557;160557;Gyrodinium glaucum;Gyrodinium glaucum;Katodinium glaucum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gyrodinium_Gyrodinium glaucum
67;109859;109859;Gyrodinium lachrima;Gyrodinium lachryma;Gyrodinium lachryma;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gyrodinium_Gyrodinium lachryma
466;232970;232970;Gyrodinium nasutum;Gyrodinium nasutum;Gyrodinium nasutum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gyrodinium_Gyrodinium nasutum
68;109871;109871;Gyrodinium pepo;Gyrodinium pepo;Gyrodinium pepo;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gyrodinium_Gyrodinium pepo
69;109872;109872;Gyrodinium pingue;Gyrodinium pingue;Gyrodinium pingue;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > nanoplankton, Functional group:plankton > zooplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gyrodinium_Gyrodinium pingue
18;109476;109476;Gyrodinium sp. ;Gyrodinium sp.;Gyrodinium;;DINOFLAGELLATES;Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gyrodinium
70;109876;109876;Gyrodinium spirale;Gyrodinium spirale;Gyrodinium spirale;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > nanoplankton, Functional group:plankton > zooplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gyrodinium_Gyrodinium spirale
467;232998;232998;Gyrodinium striatissimum;Gyrodinium striatissimum;Gyrodinium striatissimum;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gyrodinium_Gyrodinium striatissimum
71;109879;109879;Gyrodinium varians;Gyrodinium varians;Gyrodinium varians;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gyrodinium_Gyrodinium varians
468;233006;233006;Gyrodinium virgatum;Gyrodinium virgatum;Gyrodinium virgatum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gyrodinium_Gyrodinium virgatum
225;149033;149033;Gyrosigma sp.;Gyrosigma sp.;Gyrosigma sp.;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Pleurosigmataceae_Gyrosigma
526;236058;236058;Haloppapus adriaticus;Michaelsarsia adriaticus;Michaelsarsia adriaticus;;COCCOLITHOPHORIDS;NA;Chromista_Hacrobia_Haptophyta_Prymnesiophyceae_Syracosphaerales_Syracosphaeraceae_Michaelsarsia_Michaelsarsia adriatica
501;235859;235859;Haloppapus sp.;Halopappus sp.;Halopappus sp.;;COCCOLITHOPHORIDS;NA;Chromista_Hacrobia_Haptophyta_Prymnesiophyceae_Coccosphaerales_Halopappaceae_Halopappus
281;149210;149210;Haslea sp.;Haslea sp.;Haslea sp.;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Naviculaceae_Haslea
530;248063;248063;Haslea waiwrikae;Haslea wawrikae;Haslea wawrikae;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Naviculaceae_Haslea_Haslea wawrikae
598;615435;615435;Helicosphaera carteii;Helicosphaera carteri;Helicosphaera carteri;;COCCOLITHOPHORIDS;NA;Chromista_Hacrobia_Haptophyta_Prymnesiophyceae_Zygodiscales_Helicosphaeraceae_Helicosphaera_Helicosphaera carteri
516;235960;235960;Helicosphaera hyalina;Helicosphaera hyalina;Helicosphaera hyalina;;COCCOLITHOPHORIDS;NA;Chromista_Hacrobia_Haptophyta_Prymnesiophyceae_Zygodiscales_Helicosphaeraceae_Helicosphaera_Helicosphaera hyalina
502;235863;235863;Helicosphaera sp.;Helicosphaera sp.;Helicosphaera sp.;;COCCOLITHOPHORIDS;NA;Chromista_Hacrobia_Haptophyta_Prymnesiophyceae_Zygodiscales_Helicosphaeraceae_Helicosphaera
351;157440;157440;Helicotheca thamensis;Helicotheca tamesis;Helicotheca tamesis;;DIATOMS;Functional group:plankton > phytoplankton, Functional group:plankton > phytoplankton, Body size:5, Body size:12, Body size:20, Body size:160, Functional group:benthos, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Lithodesmiophycanae_Lithodesmiales_Lithodesmiaceae_Helicotheca_Helicotheca tamesis
500;235841;235841;Hellabdosphaera;Helladosphaera sp.;Helladosphaera sp.;;COCCOLITHOPHORIDS;NA;Chromista_Hacrobia_Haptophyta_Prymnesiophyceae_Coccolithales_Calyptrosphaeraceae_Helladosphaera
506;235898;235898;Hellabdosphaera cornifera;Helladosphaera cornifera;Helladosphaera cornifera;;COCCOLITHOPHORIDS;NA;Chromista_Hacrobia_Haptophyta_Prymnesiophyceae_Coccolithales_Calyptrosphaeraceae_Helladosphaera_Helladosphaera cornifera
592;597009;597009;Hemialus heibergii;Hemiaulus heibergii;Hemiaulus heibergii;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Biddulphianae_Hemiaulales_Hemiaulaceae_Hemiaulus_Hemiaulus heibergii
379;163249;163249;Hemiaulus hauckii;Hemiaulus hauckii;Hemiaulus hauckii;;DIATOMS;Functional group:benthos;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Biddulphianae_Hemiaulales_Hemiaulaceae_Hemiaulus_Hemiaulus hauckii
565;418540;418540;Hemiaulus membranaceus;Hemiaulus membranaceus;Hemiaulus membranaceus;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Biddulphianae_Hemiaulales_Hemiaulaceae_Hemiaulus_Hemiaulus membranaceus
380;163250;163250;Hemiaulus sinensis;Hemiaulus sinensis;Hemiaulus sinensis;;DIATOMS;Functional group:benthos;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Biddulphianae_Hemiaulales_Hemiaulaceae_Hemiaulus_Hemiaulus sinensis
21;109480;109480;Hemidinium sp.;Hemidinium sp.;Hemidinium sp.;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Suessiales_Hemidiniaceae_Hemidinium
32;109540;109540;Heterocapsa sp.;Heterocapsa sp.;Heterocapsa sp.;;DINOFLAGELLATES;Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Heterocapsaceae_Heterocapsa
127;110153;110153;Heterocapsa triqueta;Heterocapsa triquetra;Heterocapsa triquetra;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > nanoplankton, Functional group:mixoplankton > Constitutive Mixoplankton (CM);Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Heterocapsaceae_Heterocapsa_Heterocapsa triquetra
112;110061;110061;Heterodinium cf. Mineri;Heterodinium cf. milneri;Heterodinium cf. milneri;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Heterodiniaceae_Heterodinium_Heterodinium milneri
400;178567;178567;Hillea fusiformis;Hillea fusiformis;Hillea fusiformis;Cryptophyte;OTHERS;NA;Chromista_Hacrobia_Cryptophyta_Cryptophyceae_Cryptomonadales_Hilleaceae_Hillea_Hillea fusiformis
10;109463;109463;Histioneis sp.;Histioneis sp.;Histioneis sp.;;DINOFLAGELLATES;Functional group:plankton > phytoplankton, Functional group:mixoplankton > endosymbiotic Specialist Non-Constitutive Mixoplankton (eSNCM);Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Dinophysiales_Dinophysaceae_Histioneis
437;232401;232401;Histioneis tubifera;Histioneis tubifera;Histioneis tubifera;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Dinophysiales_Dinophysaceae_Histioneis_Histioneis tubifera
417;213713;213713;Johannebaptistia pellucida;Johannesbaptistia pellucida;Johannesbaptistia pellucida;;CYANOBACTERIA;NA;Bacteria_Gracilicutes_Cyanobacteria_Cyanophyceae_Oscillatoriophycideae_Chroococcales_Entophysalidaceae_Johannesbaptistia_Johannesbaptistia pellucida
416;204903;204903;Johannebaptistia sp;Johannesbaptistia sp.;Johannesbaptistia sp.;;CYANOBACTERIA;NA;Bacteria_Gracilicutes_Cyanobacteria_Cyanophyceae_Oscillatoriophycideae_Chroococcales_Entophysalidaceae_Johannesbaptistia
19;109477;109477;Katodinium sp.;Katodinium sp.;Katodinium sp.;;DINOFLAGELLATES;Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Tovelliales_Tovelliaceae_Katodinium
261;149135;149135;Lauderia annulata;Lauderia annulata;Lauderia annulata;;DIATOMS;Body size:15, Body size:75, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Lauderiaceae_Lauderia_Lauderia annulata
